lbl.purchaseInvoice.Contact;Contact;en
lbl.purchaseOrder.Contact;Contact;en
lbl.purchaseShipment.Contact;Contact;en
lbl.reconciliationContactReport.Contact;Contact;en
lbl.saleInvoice.Contact;Contact;en
lbl.saleOrder.Contact;Contact;en
lbl.saleShipment.Contact;Contact;en
lbl.transportInvoice.Contact;Contact;en
lbl.transportShipment.Contact;Contact;en
lbl.user.Contact;Contact;en
lbl.vehicle.Contact;Contact;en
lbl.selectbox.ContactAddressAdd;Contact Address Add;en
lbl.saleInvoice.ContactAndAddress;Contact And Address;en
lbl.menu.generalSettings.browse.contactBrowse;Contact Browse;en
lbl.menu.generalSettings.browse.ContactBrowse;Contact Browse;en
lbl.menu.report.export.ContactBrowse;Contact Browse;en
lbl.module.caption.ContactBrowse;Contact Browse;en
lbl.menu.generalSettings.browse.contactCategory;Contact Category;en
lbl.menu.generalSettings.browse.ContactCategory;Contact Category;en
lbl.module.caption.ContactCategory;Contact Category;en
lbl.module.caption.upload.ContactCategory;Contact Category;en
lbl.permission.contactCategory;Contact Category;en
lbl.chequeToContactPayroll.ContactCode;Contact Code;en
lbl.contactStatusReport.ContactCode;Contact Code;en
lbl.contactToBankTransfer.ContactCode;Contact Code;en
lbl.debtorContactReport.ContactCode;Contact Code;en
lbl.financeTxnReport.ContactCode;Contact Code;en
lbl.chemistryOrder.ContactCode;Contact Code;en
lbl.payeeContactReport.ContactCode;Contact Code;en
lbl.promissoryToContactPayroll.ContactCode;Contact Code;en
lbl.purchaseOrder.ContactCode;Contact Code;en
lbl.purchaseShipment.ContactCode;Contact Code;en
lbl.saleOrder.ContactCode;Contact Code;en
lbl.saleShipment.ContactCode;Contact Code;en
lbl.transportInvoice.ContactCode;Contact Code;en
lbl.optionEditor.systemSettings.control.ContactCreditLimit;Contact Credit Limit;en
lbl.contact.ContactDocument;Contact Document;en
lbl.module.caption.ContactDocument;Contact Document;en
lbl.module.caption.ContactEditor;Contact Editor;en
lbl.general.contactHandling;Contact Handling;en
lbl.module.caption.ContactImporter;Contact Importer;en
lbl.contactStatusReport.caption.ContactList;Contact List;en
lbl.debtorContactReport.caption.ContactList;Contact List;en
lbl.payeeContactReport.caption.ContactList;Contact List;en
lbl.retrospectiveDebtorContactReport.caption.ContactList;Contact List;en
lbl.contactManagement;Contact Management;en
lbl.chequeToContactPayroll.ContactName;Contact Name;en
lbl.contactStatusReport.ContactName;Contact Name;en
lbl.contactToBankTransfer.ContactName;Contact Name;en
lbl.debtorContactReport.ContactName;Contact Name;en
lbl.financeTxnReport.ContactName;Contact Name;en
lbl.chemistryOrder.ContactName;Contact Name;en
lbl.payeeContactReport.ContactName;Contact Name;en
lbl.promissoryToContactPayroll.ContactName;Contact Name;en
lbl.purchaseOrder.ContactName;Contact Name;en
lbl.purchaseShipment.ContactName;Contact Name;en
lbl.saleOrder.ContactName;Contact Name;en
lbl.saleShipment.ContactName;Contact Name;en
lbl.transportInvoice.ContactName;Contact Name;en
lbl.selectbox.ContactNetworkAdd;Contact Network Add;en
lbl.general.ContactOperation;Contact Operation;en
lbl.selectbox.ContactPhoneAdd;Contact Phone Add;en
lbl.module.caption.ContactReport;Contact Report;en
lbl.optionEditor.systemSettings.control.ContactRiskLimit;Contact Risk Limit;en
lbl.menu.report.contact.ContactServicesAcquiredReport;Contact Services Acquired Report;en
lbl.module.caption.ContactServicesAcquiredReport;Contact Services Acquired Report;en
lbl.permission.contactServicesAcquiredReport;Contact Services Acquired Report;en
lbl.module.caption.ContactStatus;Contact Status;en
lbl.menu.report.contact.ContactStatusReport;Contact Status Report;en
lbl.module.caption.ContactStatusReport;Contact Status Report;en
lbl.permission.contactStatusReport;Contact Status Report;en
lbl.menu.generalSettings.browse.contactsUpload;Contacts Upload;en
lbl.menu.generalSettings.browse.ContactsUpload;Contacts Upload;en
lbl.general.value.DocumentType.ContactToBankTransfer;Contact To Bank Transfer;en
lbl.menu.accountBank.new.ContactToBankTransfer;Contact To Bank Transfer;en
lbl.module.caption.ContactToBankTransfer;Contact To Bank Transfer;en
lbl.permission.contactToBankTransfer;Contact To Bank Transfer;en
lbl.menu.accountBank.browse.ContactToBankTransferBrowse;Contact To Bank Transfer Browse;en
lbl.module.caption.ContactToBankTransferBrowse;Contact To Bank Transfer Browse;en
lbl.contact.ContactType;Contact Type;en
lbl.general.Continue;Continue;en
lbl.continue;Continue;en
lbl.general.continue;Continue;en
lbl.countNote.button.ContinueCounting;Continue Counting;en
lbl.countNote.button.ContinueQuickCounting;Continue Quick Counting;en
lbl.documentAdd.docType.Contract;Contract;en
lbl.object.contract;Contract;en
lbl.pos.ContractedBanks;Contracted Banks;en
lbl.pos.ContractedCards;Contracted Cards;en
lbl.contractMangement;Contract Mangement;en
lbl.ams.contracts;Contracts;en
lbl.vehicle.Contractual;Contractual;en
lbl.paymentType.Contribution;Contribution;en
lbl.menu.controlSidebar;Control Sidebar;en
lbl.general.controlSidebarFixed;Control Sidebar Fixed;en
lbl.general.controlSidebarWillBeFixedOnThePage;Control Sidebar Will Be Fixed On The Page;en
lbl.optionEditor.ControlType;Control Type;en
lbl.optionEditor.ControlValue;Control Value;en
lbl.Copy;Copy;en
lbl.listShuttle.CopyAllControlLabel;Copy All Control Label;en
lbl.listShuttle.CopyControlLabel;Copy Control Label;en
lbl.menu.ems.corpAssetMgmnt;Corp Asset Mgmnt;en
lbl.menu.ems.corpCRM;Corp CR M;en
lbl.menu.ems.corpDocumentMgmnt;Corp Document Mgmnt;en
lbl.menu.ems.corpFinanceMgmnt;Corp Finance Mgmnt;en
lbl.menu.ems.corpHCMgmnt;Corp HC Mgmnt;en
lbl.menu.ems.corpInventoryMgmnt;Corp Inventory Mgmnt;en
lbl.menu.ems.corpOfficeMgmnt;Corp Office Mgmnt;en
lbl.cardType.Corporate;Corporate;en
lbl.menu.corporateEnterpriseSystem;Corporate Enterprise System;en
lbl.menu.corporateFinanceAccounting;Corporate Finance Accounting;en
lbl.menu.corporateHealthcare;Corporate Healthcare;en
lbl.menu.corporateHumanCapital;Corporate Human Capital;en
lbl.menu.corporateManufacturingProduction;Corporate Manufacturing Production;en
lbl.menu.corporateSalesMarketing;Corporate Sales Marketing;en
lbl.caption.Corporation;Corporation;en
lbl.module.caption.Corporation;Corporation;en
lbl.module.caption.CorporationBrowse;Corporation Browse;en
lbl.menu.ems.corpPrettyCashMgmnt;Corp Pretty Cash Mgmnt;en
lbl.menu.ems.corpProductionMgmnt;Corp Production Mgmnt;en
lbl.menu.ems.corpPurchaseMgmnt;Corp Purchase Mgmnt;en
lbl.menu.ems.corpSalesMgmnt;Corp Sales Mgmnt;en
lbl.general.Correction;Correction;en
lbl.general.CorrectWarnings;Correct Warnings;en
lbl.bankToAccountTransfer.Cost;Cost;en
lbl.bankToBankTransfer.Cost;Cost;en
lbl.bankToContactTransfer.Cost;Cost;en
lbl.contactToBankTransfer.Cost;Cost;en
lbl.Cost;Cost;en
lbl.foreignExchange.Cost;Cost;en
lbl.general.Cost;Cost;en
lbl.paymentPlan.descType.Cost;Cost;en
lbl.repo.Cost;Cost;en
lbl.CostSalePriceError;Cost Sale Price Error;en
lbl.general.CostTotal;Cost Total;en
lbl.moneyTransfers.CostWarning;Cost Warning;en
lbl.workbench.transactions.count;Count;en
lbl.general.status.Counted;Counted;en
lbl.general.status.Counting;Counting;en
lbl.general.value.DocumentType.CountNote;Count Note;en
lbl.optionEditor.serial.countNote;Count Note;en
lbl.permission.countNote;Count Note;en
lbl.module.caption.CountNoteDefinitionBrowse;Count Note Definition Browse;en
lbl.module.caption.CountNoteEntryBrowse;Count Note Entry Browse;en
lbl.address.Country;Country;en
lbl.city.Country;Country;en
lbl.Country;Country;en
lbl.currency.Country;Country;en
lbl.general.Country;Country;en
lbl.general.country;Country;en
lbl.module.caption.Country;Country;en
lbl.permission.country;Country;en
lbl.msg.countryRequired;Country Required;en
lbl.security.type.CouponBond;Coupon Bond;en
lbl.security.CouponCount;Coupon Count;en
lbl.Create;Create;en
lbl.CreateAndViewInvoice;Create And View Invoice;en
lbl.collection.CreateClientCheque;Create Client Cheque;en
lbl.collection.CreateClientPromissory;Create Client Promissory;en
lbl.general.createdBy;Created By;en
lbl.general.createdDate;Created Date;en
lbl.CreateDeliveryOrder;Create Delivery Order;en
lbl.logMessages.CreatedEntity;Created Entity;en
lbl.chequeToContactPayroll.CreateFirmCheque;Create Firm Cheque;en
lbl.collection.CreateFirmCheque;Create Firm Cheque;en
lbl.collection.CreateFirmPromissory;Create Firm Promissory;en
lbl.promissoryToContactPayroll.CreateFirmPromissory;Create Firm Promissory;en
lbl.category.button.CreateIdenticalCategory;Create Identical Category;en
lbl.CreateInvoice;Create Invoice;en
lbl.general.CreateInvoice;Create Invoice;en
lbl.invoice.CreateInvoice;Create Invoice;en
lbl.permission.createInvoice;Create Invoice;en
lbl.priceItem.CreateNewPriceList;Create New Price List;en
lbl.general.createOther;Create Other;en
lbl.category.button.CreateSubCategory;Create Sub Category;en
lbl.general.CreateTransferDocument;Create Transfer Document;en
lbl.CreationDate;Creation Date;en
lbl.aux.invalid.credential;Credential;en
lbl.bankToAccountTransfer.action.Credit;Credit;en
lbl.bankToContactTransfer.action.Credit;Credit;en
lbl.bankToContactTransfer.type.Credit;Credit;en
lbl.cardFundingType.Credit;Credit;en
lbl.contactStatusReport.Credit;Credit;en
lbl.contactToBankTransfer.action.Credit;Credit;en
lbl.contactToBankTransfer.type.Credit;Credit;en
lbl.Credit;Credit;en
lbl.general.value.bankActionShort.Credit;Credit;en
lbl.general.value.financeAction.Credit;Credit;en
lbl.general.value.financeActionShort.Credit;Credit;en
lbl.general.value.productFinanceAction.Credit;Credit;en
lbl.payeeContactReport.CreditAmount;Credit Amount;en
lbl.collection.CreditCard;Credit Card;en
lbl.general.CreditCard;Credit Card;en
lbl.paymentType.CreditCard;Credit Card;en
lbl.general.CreditCardNumber;Credit Card Number;en
lbl.permission.creditCardPosCommission;Credit Card Pos Commission;en
lbl.menu.report.export.CreditCardPosCommissionReport;Credit Card Pos Commission Report;en
lbl.module.caption.CreditCardPosCommissionReport;Credit Card Pos Commission Report;en
lbl.payeeContactReport.CreditLocalAmount;Credit Local Amount;en
lbl.documentAdd.docType.CriminalRecords;Criminal Records;en
lbl.menu.crm;Crm;en
lbl.general.cronJob254Executed;Cron Job254 Executed;en
lbl.cross-Docking;Cross- Docking;en
lbl.module.ctdmx;Ctdmx;en
lbl.interestInfo.Currencies;Currencies;en
lbl.accountStatusReport.Currency;Currency;en
lbl.accountTxnReport.Currency;Currency;en
lbl.bankAccount.Currency;Currency;en
lbl.bankStatusReport.Currency;Currency;en
lbl.bankToBankTransfer.Currency;Currency;en
lbl.bankTxnReport.Currency;Currency;en
lbl.collection.Currency;Currency;en
lbl.contactStatusReport.Currency;Currency;en
lbl.Currency;Currency;en
lbl.currency.img.Currency;Currency;en
lbl.debitCreditNote.Currency;Currency;en
lbl.debitCreditVirement.Currency;Currency;en
lbl.debtorContactReport.Currency;Currency;en
lbl.expenseNote.Currency;Currency;en
lbl.extractAccountReport.Currency;Currency;en
lbl.financePage.caption.Currency;Currency;en
lbl.financePage.desc.Currency;Currency;en
lbl.financeTxnReport.Currency;Currency;en
lbl.foreignExchange.Currency;Currency;en
lbl.fundTransfer.Currency;Currency;en
lbl.general.Currency;Currency;en
lbl.chemistryOrder.Currency;Currency;en
lbl.object.currency;Currency;en
lbl.menu.general.currency;Currency;en
lbl.menu.generalSettings.browse.currency;Currency;en
lbl.menu.generalSettings.browse.Currency;Currency;en
lbl.menu.generalSettings.currency;Currency;en
lbl.menu.generalSettings.Currency;Currency;en
lbl.module.caption.Currency;Currency;en
lbl.payeeContactReport.Currency;Currency;en
lbl.payment.Currency;Currency;en
lbl.permission.currency;Currency;en
lbl.Friday;Sáu;vi
lbl.portfolioToPortfolioTransfer.Currency;Currency;en
lbl.productStatusReport.Currency;Currency;en
lbl.productTxnReport.Currency;Currency;en
lbl.purchaseInvoice.Currency;Currency;en
lbl.purchaseOrder.Currency;Currency;en
lbl.purchaseShipment.Currency;Currency;en
lbl.saleInvoice.Currency;Currency;en
lbl.saleOrder.Currency;Currency;en
lbl.saleShipment.Currency;Currency;en
lbl.security.Currency;Currency;en
lbl.service.Currency;Currency;en
lbl.transportInvoice.Currency;Currency;en
lbl.transportInvoice.transportShipments.Currency;Currency;en
lbl.transportShipment.Currency;Currency;en
lbl.browse.currency;Currency;en
lbl.detail.currency;Currency;en
lbl.permission.CurrencyDefinitions;Currency Definitions;en
lbl.accountStatusReport.caption.CurrencyList;Currency List;en
lbl.bankStatusReport.caption.CurrencyList;Currency List;en
lbl.contactStatusReport.caption.CurrencyList;Currency List;en
lbl.debtorContactReport.caption.CurrencyList;Currency List;en
lbl.payeeContactReport.caption.CurrencyList;Currency List;en
lbl.productStatusReport.caption.CurrencyList;Currency List;en
lbl.currencyPair.img.CurrencyPair;Currency Pair;en
lbl.currencyRate.img.CurrencyPair;Currency Pair;en
lbl.currencyRate.CurrencyPair;Currency Pair;en
lbl.menu.generalSettings.browse.currencyPair;Currency Pair;en
lbl.menu.generalSettings.browse.CurrencyPair;Currency Pair;en
lbl.module.caption.CurrencyPair;Currency Pair;en
lbl.permission.currencyPair;Currency Pair;en
lbl.menu.generalSettings.browse.currencyRate;Currency Rate;en
lbl.menu.generalSettings.browse.CurrencyRate;Currency Rate;en
lbl.module.caption.CurrencyRate;Currency Rate;en
lbl.permission.currencyRate;Currency Rate;en
lbl.tenderDetail.CurrencyRate;Currency Rate;en
lbl.dashlet.caption.currencyRateDashlet;Currency Rate Dashlet;en
lbl.general.CurrencyRateType;Currency Rate Type;en
lbl.CurrentYearDate;Current Year Date;en
lbl.accountOwner.Customer;Customer;en
lbl.cheque.chequeType.Customer;Customer;en
lbl.collection.Customer;Customer;en
lbl.contact.type.Customer;Customer;en
lbl.Customer;Customer;en
lbl.optionEditor.organizationLevelOption.value.Customer;Customer;en
lbl.CustomerInv;Customer Inv;en
lbl.CustomerInvoices;Customer Invoices;en
lbl.CustomerPay;Customer Pay;en
lbl.CustomerPayments;Customer Payments;en
lbl.menu.customerProfiles;Customer Profiles;en
lbl.customerRelationship;Customer Relationship;en
lbl.customerRelationshipExperienceDashboard;Customer Relationship Experience Dashboard;en
lbl.customerRelationshipManagement;Customer Relationship Management;en
lbl.menu.customerRelationshipManagement;Customer Relationship Management;en
lbl.CustomerRequired;Customer Required;en
lbl.Customers;Customers;en
lbl.general.button.Customers;Customers;en
lbl.menu.customPage;Custom Page;en
lbl.general.customProperties;Custom Properties;en
lbl.loadingNote.type.CustomsNational;Customs National;en
lbl.loadingNote.type.CustomsNonNational;Customs Non National;en
lbl.general.customTemplateDesign70Percent;Custom Template Design70 Percent;en
lbl.cutProductManagement;Cut Product Management;en
lbl.vehicle.Cylinder;Cylinder;en
lbl.optionPane.caption.dailyRateOptionPane;Daily Rate Option Pane;en
lbl.permission.dailyRates;Daily Rates;en
lbl.general.message.DailyRatesUndefined;Daily Rates Undefined;en
lbl.general.DAMGA;D AM GA;en
lbl.tax.type.DAMGA;D AM GA;en
lbl.optionEditor.description.darkBlue_theme;Dark Blue_theme;en
lbl.optionEditor.darkBlue_theme;Dark Blue_theme;en
lbl.general.darkSidebarSkin;Dark Sidebar Skin;en
lbl.general.darkSkinLightSkinUsedForControlSidebar;Dark Skin Light Skin Used For Control Sidebar;en
lbl.optionEditor.description.darkX_theme;Dark X_theme;en
lbl.optionEditor.darkX_theme;Dark X_theme;en
lbl.Dashboard;Dashboard;en
lbl.object.dashboard;Dashboard;en
lbl.menu.dashboard;Dashboard;en
lbl.module.caption.Dashboard;Dashboard;en
lbl.menu.dashboardCustomization;Dashboard Customization;en
lbl.dashlet.caption.dashboardHome;Dashboard Home;en
lbl.object.dashlet;Dashlet;en
lbl.menu.dashletCustomization;Dashlet Customization;en
lbl.menu.admin.DataAdministration;Data Administration;en
lbl.menu.dataTable;Data Table;en
lbl.accountTxnReport.Date;Date;en
lbl.bankToAccountTransfer.Date;Date;en
lbl.bankToBankTransfer.Date;Date;en
lbl.bankToContactTransfer.Date;Date;en
lbl.bankTxnReport.Date;Date;en
lbl.bondPurchase.Date;Date;en
lbl.bondSale.Date;Date;en
lbl.cheque.Date;Date;en
lbl.chequeToBankPayroll.Date;Date;en
lbl.general.button.Ok;OK;vi
lbl.chequeToContactPayroll.Date;Date;en
lbl.collection.Date;Date;en
lbl.contactToBankTransfer.Date;Date;en
lbl.currencyRate.Date;Date;en
lbl.Date;Date;en
lbl.debitCreditNote.Date;Date;en
lbl.debitCreditVirement.Date;Date;en
lbl.depositAccount.Date;Date;en
lbl.document.Date;Date;en
lbl.expenseNote.Date;Date;en
lbl.financeTxnReport.Date;Date;en
lbl.foreignExchange.Date;Date;en
lbl.fundTransfer.Date;Date;en
lbl.general.format.Date;Date;en
lbl.general.Date;Date;en
lbl.home.Date;Date;en
lbl.interestRate.Date;Date;en
lbl.chemistryOrder.Date;Date;en
lbl.workbench.transactions.date;Date;en
lbl.general.date;Date;en
lbl.loadingNote.Date;Date;en
lbl.payment.Date;Date;en
lbl.portfolioToPortfolioTransfer.Date;Date;en
lbl.productTransfer.Date;Date;en
lbl.productTxnReport.Date;Date;en
lbl.productVirement.Date;Date;en
lbl.promissory.Date;Date;en
lbl.promissoryToBankPayroll.Date;Date;en
lbl.promissoryToContactPayroll.Date;Date;en
lbl.purchaseInvoice.Date;Date;en
lbl.purchaseOrder.Date;Date;en
lbl.purchaseShipment.Date;Date;en
lbl.reconciliationContactReport.Date;Date;en
lbl.repo.Date;Date;en
lbl.saleInvoice.Date;Date;en
lbl.saleOrder.Date;Date;en
lbl.saleShipment.Date;Date;en
lbl.serviceStatusReport.Date;Date;en
lbl.serviceTxnReport.Date;Date;en
lbl.taxTxnReport.Date;Date;en
lbl.transportInvoice.Date;Date;en
lbl.transportShipment.Date;Date;en
lbl.menu.datePicker;Date Picker;en
lbl.DateRequired;Date Required;en
lbl.general.format.DateTime;Date Time;en
lbl.Day;Day;en
lbl.general.day;Day;en
lbl.DayIntervalLabel;Day Interval Label;en
lbl.home.lang.de;De;en
lbl.general.deactivate;Deactivate;en
lbl.general.deail;Deail;en
lbl.bankToAccountTransfer.action.Debit;Debit;en
lbl.bankToContactTransfer.action.Debit;Debit;en
lbl.bankToContactTransfer.type.Debit;Debit;en
lbl.cardFundingType.Debit;Debit;en
lbl.contactStatusReport.Debit;Debit;en
lbl.contactToBankTransfer.action.Debit;Debit;en
lbl.contactToBankTransfer.type.Debit;Debit;en
lbl.Debit;Debit;en
lbl.debtorContactReport.Debit;Debit;en
lbl.general.value.bankActionShort.Debit;Debit;en
lbl.general.value.financeAction.Debit;Debit;en
lbl.general.value.financeActionShort.Debit;Debit;en
lbl.general.value.productFinanceAction.Debit;Debit;en
lbl.debtorContactReport.DebitAmount;Debit Amount;en
lbl.general.DebitCard;Debit Card;en
lbl.paymentType.DebitCard;Debit Card;en
lbl.optionEditor.reference.fund.DebitCredit;Debit Credit;en
lbl.optionEditor.serial.fund.DebitCredit;Debit Credit;en
lbl.general.value.DocumentType.DebitCreditNote;Debit Credit Note;en
lbl.general.value.DocumentType.DebitCreditNoteCollection;Debit Credit Note Collection;en
lbl.module.caption.DebitCreditNoteCollection;Debit Credit Note Collection;en
lbl.permission.debitCreditNoteCollection;Debit Credit Note Collection;en
lbl.menu.accountBank.browse.DebitCreditNoteCollectionBrowse;Debit Credit Note Collection Browse;en
lbl.module.caption.DebitCreditNoteCollectionBrowse;Debit Credit Note Collection Browse;en
lbl.general.value.DocumentType.DebitCreditNotePayment;Debit Credit Note Payment;en
lbl.module.caption.DebitCreditNotePayment;Debit Credit Note Payment;en
lbl.permission.debitCreditNotePayment;Debit Credit Note Payment;en
lbl.menu.accountBank.browse.DebitCreditNotePaymentBrowse;Debit Credit Note Payment Browse;en
lbl.module.caption.DebitCreditNotePaymentBrowse;Debit Credit Note Payment Browse;en
lbl.general.value.DocumentType.DebitCreditVirement;Debit Credit Virement;en
lbl.module.caption.DebitCreditVirement;Debit Credit Virement;en
lbl.permission.debitCreditVirement;Debit Credit Virement;en
lbl.menu.accountBank.browse.DebitCreditVirementBrowse;Debit Credit Virement Browse;en
lbl.module.caption.DebitCreditVirementBrowse;Debit Credit Virement Browse;en
lbl.contact.DebitLimit;Debit Limit;en
lbl.debtorContactReport.DebitLocal;Debit Local;en
lbl.debtorContactReport.DebitLocalAmount;Debit Local Amount;en
lbl.menu.report.contact.DebtorContactReport;Debtor Contact Report;en
lbl.module.caption.DebtorContactReport;Debtor Contact Report;en
lbl.permission.debtorContactReport;Debtor Contact Report;en
lbl.December;December;en
lbl.currency.DecimalCode;Decimal Code;en
lbl.DecimalsRequired;Decimals Required;en
lbl.documentAdd.docType.Deed;Deed;en
lbl.contactAddress.Default;Default;en
lbl.general.default;Default;en
lbl.printTemplates.Default;Default;en
lbl.optionEditor.systemSettings.control.DefaultAccount;Default Account;en
lbl.systemSettings.control.DefaultAccount;Default Account;en
lbl.contactAddress.DefaultAddress;Default Address;en
lbl.optionEditor.systemSettings.control.DefaultBarcodePrinter;Default Barcode Printer;en
lbl.posCommision.DefaultDetail;Default Detail;en
lbl.general.defaultDialing;Default Dialing;en
lbl.general.DefaultItem;Default Item;en
lbl.priceItem.DefaultItem;Default Item;en
lbl.optionEditor.systemSettings.control.DefaultPos;Default Pos;en
lbl.systemSettings.control.DefaultPos;Default Pos;en
lbl.optionEditor.systemSettings.control.DefaultPosPrinter;Default Pos Printer;en
lbl.printTemplates.DefaultTempl;Default Templ;en
lbl.optionEditor.systemSettings.control.DefaultWarehouse;Default Warehouse;en
lbl.selectbox.currencyAlertPopup.DefineRates;Define Rates;en
lbl.permission.definitions;Definitions;en
lbl.contact.authorityDocuments.Degree;Degree;en
lbl.contactDocument.Degree;Degree;en
lbl.firmDocument.degree;Degree;en
lbl.vehicleDocument.Degree;Degree;en
lbl.contact.action.Delete;Delete;en
lbl.Delete;Delete;en
lbl.general.button.Delete;Delete;en
lbl.general.img.Delete;Delete;en
lbl.general.message.confirm.Delete;Delete;en
lbl.delete;Delete;en
lbl.general.delete;Delete;en
lbl.role.Delete;Delete;en
lbl.general.deleteChatHistory;Delete Chat History;en
lbl.general.button.DeleteDesc;Delete Desc;en
lbl.general.message.record.DeleteFaild;Delete Faild;en
lbl.general.button.DeleteLine;Delete Line;en
lbl.docmatch.DeleteMatch;Delete Match;en
lbl.general.deleteSelected;Delete Selected;en
lbl.general.message.record.DeleteSuccess;Delete Success;en
lbl.Deliver;Deliver;en
lbl.productStatusReport.Deliver;Deliver;en
lbl.Delivered;Delivered;en
lbl.general.value.productTradeAction.Delivered;Delivered;en
lbl.collection.Deliverer;Deliverer;en
lbl.debitCreditNote.Deliverer;Deliverer;en
lbl.general.Deliverer;Deliverer;en
lbl.payment.Deliverer;Deliverer;en
lbl.contactAddress.DeliveryAddress;Delivery Address;en
lbl.general.DeliveryAddress;Delivery Address;en
lbl.saleOrder.DeliveryBeginDate;Delivery Begin Date;en
lbl.general.DeliveryDate;Delivery Date;en
lbl.order.deliveryDate;Delivery Date;en
lbl.saleOrder.DeliveryEndDate;Delivery End Date;en
lbl.DeliveryMethod;Delivery Method;en
lbl.DeliveryOrder;Delivery Order;en
lbl.DeliveryOrders;Delivery Orders;en
lbl.menu.deliveryPlanningAndShipment;Delivery Planning And Shipment;en
lbl.transportInvoice.transportShipments.DeliveryType;Delivery Type;en
lbl.transportShipment.DeliveryType;Delivery Type;en
lbl.bankaccount.DemandDeposit;Demand Deposit;en
lbl.employee.department;Department;en
lbl.module.caption.Department;Department;en
lbl.contact.Dependents;Dependents;en
lbl.general.value.DocumentType.DepositAccount;Deposit Account;en
lbl.module.caption.depositAccount;Deposit Account;en
lbl.module.caption.DepositAccount;Deposit Account;en
lbl.optionEditor.serial.finance.DepositAccount;Deposit Account;en
lbl.module.caption.depositAccountBrowse;Deposit Account Browse;en
lbl.module.caption.DepositAccountBrowse;Deposit Account Browse;en
lbl.depositAccount.DepositBank;Deposit Bank;en
lbl.depositAccount.DepositBankAccount;Deposit Bank Account;en
lbl.depositAccount.DepositBankBranch;Deposit Bank Branch;en
lbl.depositAccount.DepositBeginDate;Deposit Begin Date;en
lbl.depositAccount.DepositEndDate;Deposit End Date;en
lbl.ams.depreciation;Depreciation;en
lbl.fixedAsset.caption.DepreciationInfo;Depreciation Info;en
lbl.fixedAsset.DepreciationMedhod;Depreciation Medhod;en
lbl.fixedAsset.DepreciationStartDate;Depreciation Start Date;en
lbl.fixedAsset.DepreciationType;Depreciation Type;en
lbl.module.caption.DepreciationType;Depreciation Type;en
lbl.paymentPlan.DestType;Dest Type;en
lbl.businessUnit.detail;Detail;en
lbl.bank.detail;Detail;en
lbl.bankBranch.detail;Detail;en
lbl.pos.detail;Detail;en
lbl.orderNote.detail;Detail;en
lbl.inventory.detail;Detail;en
lbl.catalogue.detail;Detail;en
lbl.catalogueSubtype.detail;Detail;en
lbl.menu.report.account.DetailedAccountReport;Detailed Account Report;en
lbl.module.caption.DetailedAccountReport;Detailed Account Report;en
lbl.permission.detailedAccountReport;Detailed Account Report;en
lbl.general.button.DetailedPDF;Detailed PD F;en
lbl.contact.caption.DetailInfo;Detail Info;en
lbl.chequePromissory.DetailListEmpty;Detail List Empty;en
lbl.chequeToBankPayroll.caption.Details;Details;en
lbl.chequeToContactPayroll.caption.Details;Details;en
lbl.collection.caption.Details;Details;en
lbl.debitCreditNote.caption.Details;Details;en
lbl.debitCreditNoteCollection.caption.Details;Details;en
lbl.debitCreditNotePayment.caption.Details;Details;en
lbl.debitCreditVirement.caption.Details;Details;en
lbl.expenseNote.caption.Details;Details;en
lbl.fundTransfer.caption.Details;Details;en
lbl.general.Details;Details;en
lbl.chemistryOrder.caption.Details;Details;en
lbl.general.details;Details;en
lbl.loadingNote.caption.Details;Details;en
lbl.payment.caption.Details;Details;en
lbl.portfolioToPortfolioTransfer.caption.Details;Details;en
lbl.productTransfer.caption.Details;Details;en
lbl.productVirement.caption.Details;Details;en
lbl.promissoryToBankPayroll.caption.Details;Details;en
lbl.promissoryToContactPayroll.caption.Details;Details;en
lbl.purchaseInvoice.caption.Details;Details;en
lbl.purchaseOrder.caption.Details;Details;en
lbl.purchaseShipment.caption.Details;Details;en
lbl.saleInvoice.caption.Details;Details;en
lbl.saleOrder.caption.Details;Details;en
lbl.saleShipment.caption.Details;Details;en
lbl.security.caption.Details;Details;en
lbl.transportInvoice.caption.Details;Details;en
lbl.transportShipment.caption.Details;Details;en
lbl.vehicle.caption.Details;Details;en
lbl.menu.dialog;Dialog;en
lbl.DialogMaxRows;Dialog Max Rows;en
lbl.vehicle.Diesel;Diesel;en
lbl.DifferenceAmount;Difference Amount;en
lbl.DifferenceAmountAccountRequired;Difference Amount Account Required;en
lbl.dimensions;Dimensions;en
lbl.documentAdd.docType.Diploma;Diploma;en
lbl.directShipAndSpecialPurchases;Direct Ship And Special Purchases;en
lbl.general.Disabled;Disabled;en
lbl.Discard;Discard;en
lbl.Discount;Discount;en
lbl.general.Discount;Discount;en
lbl.menu.generalSettings.new.Discount;Discount;en
lbl.optionEditor.serial.cards.Discount;Discount;en
lbl.permission.discount;Discount;en
lbl.priceItem.Discount;Discount;en
lbl.product.productType.Discount;Discount;en
lbl.salePriceItem.Discount;Discount;en
lbl.selectbox.Discount;Discount;en
lbl.tenderDetail.Discount;Discount;en
lbl.permission.discountAddition;Discount Addition;en
lbl.product.productType.DiscountAddition;Discount Addition;en
lbl.selectbox.DiscountAddition;Discount Addition;en
lbl.tenderDetail.DiscountAmount;Discount Amount;en
lbl.security.type.DiscountBond;Discount Bond;en
lbl.module.caption.DiscountEditor;Discount Editor;en
